1000,1467164265.406889,1467164268.541729,0:00:03.13,Cardiac screening,33,Not found,Not found,10,23406517,Agenesis of the inferior vena cava in H syndrome due to a novel SLC29A3 mutation.,"[['Mutlu GY', 'Department of Pediatric Endocrinology and Diabetes, Kocaeli University School of Medicine, Kocaeli, Turkey.'], ['Ramot Y', 'Not found'], ['Babaoglu K', 'Not found'], ['Altun G', 'Not found'], ['Zlotogorski A', 'Not found'], ['Molho-Pessach V', 'Not found']]","[u'Department of Pediatric Endocrinology and Diabetes, Kocaeli University School of Medicine, Kocaeli, Turkey.']",Pediatric dermatology,Pediatr Dermatol,"[u'Case Reports', u""Research Support, Non-U.S. Gov't""]","['Abnormalities, Multiple/genetics*', 'Amino Acid Sequence', 'Child', 'Codon, Nonsense', 'Databases, Genetic', 'Family Health', 'Female', 'Humans', 'Hyperpigmentation/genetics*', 'Hypertrichosis/genetics*', 'Molecular Sequence Data', 'Nucleoside Transport Proteins/genetics*', 'Skin Diseases, Genetic/genetics*', 'Syndrome', 'Vena Cava, Inferior/abnormalities*']",Pediatr Dermatol. 2013 Sep-Oct;30(5):e70-3. doi: 10.1111/pde.12085. Epub 2013 Feb 14.,Not found,http://www.ncbi.nlm.nih.gov/pubmed/23406517,http://dx.doi.org/10.1111/pde.12085
1000,1467164265.401916,1467164269.413926,0:00:04.01,Cardiac screening,33,Not found,Not found,4,24889812,Cardiac screening in infants with infantile hemangiomas before propranolol treatment.,"[['Blei F', ""Vascular Birthmark Institute, St. Luke's Roosevelt Hospital, New York, New York.""], ['McElhinney DB', 'Not found'], ['Guarini A', 'Not found'], ['Presti S', 'Not found']]","[u""Vascular Birthmark Institute, St. Luke's Roosevelt Hospital, New York, New York.""]",Pediatric dermatology,Pediatr Dermatol,Not found,"['Adrenergic beta-Antagonists/therapeutic use*', 'Echocardiography', 'Female', 'Heart Defects, Congenital/diagnosis*', 'Heart Defects, Congenital/epidemiology', 'Hemangioma/complications*', 'Hemangioma/drug therapy', 'Humans', 'Infant', 'Infant, Newborn', 'Male', 'Mass Screening/methods*', 'Propranolol/therapeutic use*']",Pediatr Dermatol. 2014 Jul-Aug;31(4):465-70. doi: 10.1111/pde.12344. Epub 2014 May 29.,Not found,http://www.ncbi.nlm.nih.gov/pubmed/24889812,http://dx.doi.org/10.1111/pde.12344
1000,1467164265.400458,1467164269.830482,0:00:04.43,Cardiac screening,33,Not found,Not found,1,25546341,Long-term arrhythmia follow-up of patients with myotonic dystrophy.,"[['Benhayon D', 'Electrophysiology Section, Cardiovascular Division, Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, USA.'], ['Lugo R', 'Not found'], ['Patel R', 'Not found'], ['Carballeira L', 'Not found'], ['Elman L', 'Not found'], ['Cooper JM', 'Not found']]","[u'Electrophysiology Section, Cardiovascular Division, Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, USA.']",Journal of cardiovascular electrophysiology,J Cardiovasc Electrophysiol,Not found,"['Adult', 'Aged', 'Arrhythmias, Cardiac/diagnosis*', 'Arrhythmias, Cardiac/mortality*', 'Arrhythmias, Cardiac/therapy', 'Death, Sudden, Cardiac*/epidemiology', 'Defibrillators, Implantable*/trends', 'Female', 'Follow-Up Studies', 'Humans', 'Male', 'Middle Aged', 'Myotonic Dystrophy/diagnosis*', 'Myotonic Dystrophy/mortality*', 'Myotonic Dystrophy/therapy', 'Retrospective Studies', 'Time Factors']",J Cardiovasc Electrophysiol. 2015 Mar;26(3):305-10. doi: 10.1111/jce.12604. Epub 2015 Feb 11.,2015-03-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/25546341,http://dx.doi.org/10.1111/jce.12604
1000,1467164265.405217,1467164269.853511,0:00:04.45,Cardiac screening,33,Not found,Not found,7,24350833,Sudden cardiac death in athletes.,"[['Schmied C', 'Cardiovascular Center, Clinic for Cardiology, University Hospital Zurich, Zurich, Switzerland.'], ['Borjesson M', 'Not found']]","[u'Cardiovascular Center, Clinic for Cardiology, University Hospital Zurich, Zurich, Switzerland.']",Journal of internal medicine,J Intern Med,[u'Review'],"['Adolescent', 'Adult', 'Age Distribution', 'Athletes/statistics & numerical data*', 'Coronary Artery Disease/complications*', 'Death, Sudden, Cardiac/epidemiology*', 'Death, Sudden, Cardiac/etiology', 'Death, Sudden, Cardiac/prevention & control*', 'Electrocardiography', 'Female', 'Heart Defects, Congenital/complications*', 'Humans', 'Incidence', 'Italy/epidemiology', 'Male', 'Mass Screening*/methods', 'Middle Aged', 'Physical Examination', 'Safety/standards', 'Sensitivity and Specificity', 'Sex Distribution', 'United States/epidemiology', 'Young Adult']",J Intern Med. 2014 Feb;275(2):93-103. doi: 10.1111/joim.12184. Review.,2014-02-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24350833,http://dx.doi.org/10.1111/joim.12184
1000,1467164268.549281,1467164270.119645,0:00:01.57,Cardiac screening,33,Not found,Not found,11,22987704,Cardiac screening investigations in adult-onset progressive external ophthalmoplegia patients.,"[['Pfeffer G', 'Division of Neurology, University of British Columbia, Vancouver, British Columbia, Canada.'], ['Mezei MM', 'Not found']]","[u'Division of Neurology, University of British Columbia, Vancouver, British Columbia, Canada.']",Muscle & nerve,Muscle Nerve,"[u'Case Reports', u""Research Support, Non-U.S. Gov't"", u'Review']","['Adult', 'Age of Onset', 'Aged', 'Aged, 80 and over', 'Cardiomyopathies/diagnosis*', 'Cardiomyopathies/etiology*', 'Cardiomyopathies/genetics', 'Electrocardiography/methods*', 'Female', 'Humans', 'Male', 'Mass Screening/methods*', 'Middle Aged', 'Ophthalmoplegia, Chronic Progressive External/complications*', 'Ophthalmoplegia, Chronic Progressive External/genetics', 'Retrospective Studies']",Muscle Nerve. 2012 Oct;46(4):593-6. doi: 10.1002/mus.23538. Review.,2012-10-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/22987704,http://dx.doi.org/10.1002/mus.23538
1000,1467164269.421836,1467164271.548793,0:00:02.13,Cardiac screening,33,Not found,Not found,5,24730637,Accuracy of telediagnosis of fetal heart disease using ultrasound images transmitted via the internet.,"[['Hishitani T', ""Department of Cardiology, Saitama Children's Medical Center, Saitama, Japan.""], ['Fujimoto Y', 'Not found'], ['Saito Y', 'Not found'], ['Sugamoto K', 'Not found'], ['Hoshino K', 'Not found'], ['Ogawa K', 'Not found']]","[u""Department of Cardiology, Saitama Children's Medical Center, Saitama, Japan.""]",Pediatrics international : official journal of the Japan Pediatric Society,Pediatr Int,"[u'Evaluation Studies', u""Research Support, Non-U.S. Gov't""]","['Feasibility Studies', 'Female', 'Fetal Diseases/ultrasonography*', 'Heart Diseases/embryology*', 'Heart Diseases/ultrasonography*', 'Humans', 'Internet*', 'Pregnancy', 'Reproducibility of Results', 'Telemedicine*', 'Ultrasonography, Prenatal*']",Pediatr Int. 2014 Apr;56(2):289-91. doi: 10.1111/ped.12318.,2014-04-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24730637,http://dx.doi.org/10.1111/ped.12318
1000,1467164269.840943,1467164272.115109,0:00:02.27,Cardiac screening,33,Not found,Not found,2,25156340,Likelihood of myocardial infarction during stroke rehabilitation preceded by cardiovascular screening and an exercise tolerance test: the Locomotor Experience Applied Post-Stroke (LEAPS) trial.,"[['Nadeau SE', 'Research Service, Brain Rehabilitation Research Center, Malcom Randall VA Medical Center, Gainesville, FL, USA; Department of Neurology, University of Florida College of Medicine, Gainesville, FL, USA.'], ['Rose DK', 'Not found'], ['Dobkin B', 'Not found'], ['Wu SS', 'Not found'], ['Dai YE', 'Not found'], ['Schofield R', 'Not found'], ['Duncan PW', 'Not found'], ['LEAPS Investigative Team', 'Not found']]","[u'Research Service, Brain Rehabilitation Research Center, Malcom Randall VA Medical Center, Gainesville, FL, USA; Department of Neurology, University of Florida College of Medicine, Gainesville, FL, USA.']",International journal of stroke : official journal of the International Stroke Society,Int J Stroke,"[u'Multicenter Study', u'Randomized Controlled Trial', u'Research Support, N.I.H., Extramural', u""Research Support, U.S. Gov't, Non-P.H.S.""]","['Adult', 'Aged', 'Blood Pressure', 'Exercise Therapy/adverse effects*', 'Exercise Tolerance/physiology*', 'Female', 'Heart Rate/physiology', 'Humans', 'Insurance, Health/statistics & numerical data', 'Locomotion/physiology*', 'Male', 'Middle Aged', 'Myocardial Infarction/diagnosis*', 'Myocardial Infarction/etiology*', 'Single-Blind Method', 'Stroke/rehabilitation*', 'Surveys and Questionnaires', 'Young Adult']",Int J Stroke. 2014 Dec;9(8):1097-104. doi: 10.1111/ijs.12354. Epub 2014 Aug 26.,2014-12-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/25156340,http://dx.doi.org/10.1111/ijs.12354
1000,1467164270.127297,1467164272.327319,0:00:02.20,Cardiac screening,33,Not found,Not found,12,22428906,Results of Duchenne muscular dystrophy family screening in practice: leaks rather than cascades?,"[['McGowan R', 'North Scotland Regional Genetics Service, Clinical Genetics Centre, Ashgrove House, Foresterhill, Aberdeen, UK. ruthmcgowan@nhs.net'], ['Challoner BR', 'Not found'], ['Ross S', 'Not found'], ['Holloway S', 'Not found'], ['Joss S', 'Not found'], ['Wilcox D', 'Not found'], ['Holden ST', 'Not found'], ['Tolmie J', 'Not found'], ['Longman C', 'Not found']]","[u'North Scotland Regional Genetics Service, Clinical Genetics Centre, Ashgrove House, Foresterhill, Aberdeen, UK. ruthmcgowan@nhs.net']",Clinical genetics,Clin Genet,[u'Comparative Study'],"['Adult', 'Dystrophin/genetics', 'Female', 'Genetic Counseling', 'Genetic Testing', 'Great Britain', 'Heterozygote Detection/methods*', 'Humans', 'Male', 'Muscular Dystrophy, Duchenne/genetics*', 'Registries*', 'Retrospective Studies']",Clin Genet. 2013 Feb;83(2):187-90. doi: 10.1111/j.1399-0004.2012.01876.x. Epub 2012 Apr 9.,2013-02-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/22428906,http://dx.doi.org/10.1111/j.1399-0004.2012.01876.x
1000,1467164269.853954,1467164272.599992,0:00:02.75,Cardiac screening,33,Not found,Not found,8,23781941,Bortezomib and heart failure: case-report and review of the French Pharmacovigilance database.,"[['Honton B', 'Centre Hospitalier et Universitaire de Toulouse, Service de Cardiologie, F-31432, Toulouse, France; Institut National de la Sant\xc3\xa9 et de la Recherche M\xc3\xa9dicale INSERM, Institut des Maladies M\xc3\xa9taboliques et cardiovasculaires I2MC, Universit\xc3\xa9 de Toulouse, UPS, F-31432, Toulouse, France.'], ['Despas F', 'Not found'], ['Dumonteil N', 'Not found'], ['Rouvellat C', 'Not found'], ['Roussel M', 'Not found'], ['Carrie D', 'Not found'], ['Galinier M', 'Not found'], ['Montastruc JL', 'Not found'], ['Pathak A', 'Not found']]","[u'Centre Hospitalier et Universitaire de Toulouse, Service de Cardiologie, F-31432, Toulouse, France; Institut National de la Sant\xe9 et de la Recherche M\xe9dicale INSERM, Institut des Maladies M\xe9taboliques et cardiovasculaires I2MC, Universit\xe9 de Toulouse, UPS, F-31432, Toulouse, France.']",Fundamental & clinical pharmacology,Fundam Clin Pharmacol,[u'Case Reports'],"['Antineoplastic Agents/administration & dosage', 'Antineoplastic Agents/adverse effects*', 'Antineoplastic Agents/therapeutic use', 'Boronic Acids/administration & dosage', 'Boronic Acids/adverse effects*', 'Boronic Acids/therapeutic use', 'Bortezomib', 'Databases, Pharmaceutical*', 'France', 'Heart Failure/chemically induced*', 'Heart Failure/diagnosis', 'Heart Failure/therapy', 'Heart Function Tests', 'Humans', 'Male', 'Middle Aged', 'Multiple Myeloma/drug therapy', 'Pharmacovigilance*', 'Pyrazines/administration & dosage', 'Pyrazines/adverse effects*', 'Pyrazines/therapeutic use', 'Treatment Outcome']",Fundam Clin Pharmacol. 2014 Jun;28(3):349-52. doi: 10.1111/fcp.12039. Epub 2013 Jun 19.,2014-06-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/23781941,http://dx.doi.org/10.1111/fcp.12039
1000,1467164271.549508,1467164273.79237,0:00:02.24,Cardiac screening,33,Not found,Not found,6,24585687,Simplified first-trimester fetal cardiac screening (four chamber view and ventricular outflow tracts) in a low-risk population.,"[['Orlandi E', ""Department of Obstetric and Gynecology, University Hospital 'Paolo Giaccone', Palermo, Italy.""], ['Rossi C', 'Not found'], ['Perino A', 'Not found'], ['Music\xc3\xb2 G', 'Not found'], ['Orlandi F', 'Not found']]","[u""Department of Obstetric and Gynecology, University Hospital 'Paolo Giaccone', Palermo, Italy.""]",Prenatal diagnosis,Prenat Diagn,[u'Evaluation Studies'],"['Adolescent', 'Adult', 'Female', 'Fetal Heart/ultrasonography*', 'Heart Defects, Congenital/epidemiology', 'Heart Defects, Congenital/etiology', 'Heart Defects, Congenital/ultrasonography', 'Heart Ventricles/ultrasonography', 'Humans', 'Predictive Value of Tests', 'Pregnancy', 'Pregnancy Trimester, First*', 'Risk Factors', 'Ultrasonography, Prenatal/methods*', 'Young Adult']",Prenat Diagn. 2014 Jun;34(6):558-63. doi: 10.1002/pd.4348. Epub 2014 Mar 17.,2014-06-01 00:00:00,http://www.ncbi.nlm.nih.gov/pubmed/24585687,http://dx.doi.org/10.1002/pd.4348
